0,-2.5
10,-0.5
20,1.6
30,4.4
40,7.6
50,11.1
60,14
70,16.5
80,18.7
90,20.1
100,20.8
110,19.4
120,16.7
130,13.4
140,9.8
150,6.9
160,4.6
170,2.5
180,1.1
190,0.9
200,-1.2
210,-3.3
220,-6.5
230,-10.3
240,-13.2
250,-15.7
260,-17.9
270,-19.2
280,-18.1
290,-16.2
300,-13.9
310,-10.6
320,-8.3
330,-6.2
340,-4.4
350,-2.9
